cod_id;endereco_lote_mais_proximo;lat;lon;status
221705429;RUA JOSE PEREIRA VALLE 180, 180, SANTO ANTONIO;-19.6111148;-46.9218012;pendente_geracao
221807163;RUA NOE MOREIRA 70, 70, LEDA BARCELOS;-19.6071333;-46.9325824;pendente_geracao
221807248;RUA TERENCIO PEREIRA 1085, 1085, VEREDAS DA CIDADE;-19.6041941;-46.9210708;pendente_geracao
221807270;RUA WILSON RIBEIRO BORGES 210, 210, VEREDAS DA CIDADE;-19.6047778;-46.9188568;pendente_geracao
221807273;AVENIDA JOAQUIM BENEVIDES DE AVILA 25, 25, JOSE FERREIRA GUIMARAES;-19.6039949;-46.9211161;pendente_geracao
221807338;RUA AUGUSTO FLAVIO DA SILVA 183, 183, ESTANCIA;-19.6064679;-46.9272365;pendente_geracao
221807689;RUA SANTO ANTONIO 2510, 2510, ADHEMAR RODRIGUES VALLE;-19.6131797;-46.9238371;pendente_geracao
221807761;RUA MARIA ABADIA BORGES 25, 25, SANTO ANTONIO;-19.6012893;-46.9232573;pendente_geracao
221892164;RUA GILDO DUTRA 335, 335, VEREDAS DA CIDADE;-19.6022544;-46.9174638;pendente_geracao
221986467;RUA ANA PAULA BALDUINO 300, 300, SANTO ANTONIO;-19.6130319;-46.919908;pendente_geracao
222334591;AVENIDA PREFEITO ARACELY DE PAULA 3025, 3025, SANTA TEREZINHA;-19.6042319;-46.9377903;pendente_geracao
222494431;RUA UBERABA 515, 515, CENTRO;-19.5926102;-46.9466485;pendente_geracao
222494483;RUA BENEDITO REZENDE 559, 559, FERTIZA;-19.6113877;-46.9451778;pendente_geracao
222494485;RUA ANTONIO BARRETO 490, 490, FERTIZA;-19.6107537;-46.9453322;pendente_geracao
222494546;RUA DA CONSOLACAO 437, 437, CENTRO;-19.5876847;-46.946046;pendente_geracao
222494551;RUA GERALDA DETONI 605, 605, SANTA LUZIA;-19.6004263;-46.946409;pendente_geracao
222494561;RUA CENTENARIO DE ARAXA 150, 150, CENTRO;-19.595276;-46.9448792;pendente_geracao
222494562;RUA MODESTO CRISTINO FILHO 0, 0, CENTRO;-19.595494;-46.9456062;pendente_geracao
222494603;RUA PADRE LEAO 107, 107, CENTRO;-19.5932763;-46.9426821;pendente_geracao
222494615;RUA LIMIRIO FLAVIO DA SILVA 545, 545, FERTIZA;-19.6092076;-46.9421203;pendente_geracao
222494638;RUA CARVALHO LOPES 0, 0, CENTRO;-19.5907613;-46.9422039;pendente_geracao
222494639;RUA ANGELA MARQUES TORRES 142, 142, CENTRO;-19.5913298;-46.9414196;pendente_geracao
222494641;PRACA DOUTOR HUGO LEVI 66, 66, CENTRO;-19.5956465;-46.9415191;pendente_geracao
